id,addressline1,city,state,zipcode,latitude,longitude
"3122-Bailey-Ave,-Lincoln-Park,-MI-48146",3122 Bailey Ave,Lincoln Park,MI,48146,42.241768,-83.201834
"2180-33rd-Rd,-Apt-4B,-Astoria,-NY-11106",2180 33rd Rd,Astoria,NY,11106,40.762528,-73.930525
"3632-Cowboy-Ln,-Charlotte,-NC-28216",3632 Cowboy Ln,Charlotte,NC,28216,35.327891,-80.880129
"785-Oregon-Ave-SE,-Bandon,-OR-97411",785 Oregon Ave SE,Bandon,OR,97411,43.116296,-124.41508
"4301-Colorado-Ave,-Nashville,-TN-37209",4301 Colorado Ave,Nashville,TN,37209,36.142093,-86.838092
"4612-23rd-Rd-N,-Arlington,-VA-22207",4612 23rd Rd N,Arlington,VA,22207,38.900498,-77.121526
"2796-Playa-Dr,-Wellington,-FL-33414",2796 Playa Dr,Wellington,FL,33414,26.641989,-80.182829
"10844-Venice-Cir,-Tampa,-FL-33635",10844 Venice Cir,Tampa,FL,33635,28.012334,-82.609108
"929-Harbor-Pines-Dr,-Merritt-Island,-FL-32952",929 Harbor Pines Dr,Merritt Island,FL,32952,28.340701,-80.663626
"348-Orchard-Pl,-Apt-621,-Oxnard,-CA-93036",348 Orchard Pl,Oxnard,CA,93036,34.230301,-119.180831
"270-E-Hunt-Hwy,-Ste-16-176,-San-Tan-Valley,-AZ-85143",270 E Hunt Hwy,San Tan Valley,AZ,85143,33.162462,-111.563543
"216-W-Lakes-Blvd,-Alexandria,-LA-71303",216 W Lakes Blvd,Alexandria,LA,71303,31.299228,-92.59559
"Country-Pl,-Shepherd,-TX-77371",Country Pl,Shepherd,TX,77371,30.552575,-94.981338
"1200-E-53rd-St,-Apt-7P,-Brooklyn,-NY-11234",1200 E 53rd St,Brooklyn,NY,11234,40.629586,-73.925082
"1325-Old-Jayell-Rd,-Sevierville,-TN-37862",1325 Old Jayell Rd,Sevierville,TN,37862,35.823296,-83.517582
"3-Hampden-Ct,-Apt-B,-Charleston,-SC-29403",3 Hampden Ct,Charleston,SC,29403,32.795383,-79.936333
"409-Gabe-Ct,-Denton,-TX-76207",409 Gabe Ct,Denton,TX,76207,33.2462,-97.138062
"127-Upland-Ave,-Galloway-Township,-NJ-08205",127 Upland Ave,Galloway Township,NJ,08205,39.46234,-74.523219
"1569-Republic-Ave,-Columbus,-OH-43211",1569 Republic Ave,Columbus,OH,43211,40.015489,-82.968179
"1120-Melrose-Ave,-Green-Cove-Springs,-FL-32043",1120 Melrose Ave,Green Cove Springs,FL,32043,29.982596,-81.687034
"101-Sterling-Oaks-Ct,-Morrisville,-NC-27560",101 Sterling Oaks Ct,Morrisville,NC,27560,35.83801,-78.864133
"11131-19th-St-SE,-Lake-Stevens,-WA-98258",11131 19th St SE,Lake Stevens,WA,98258,47.978996,-122.080792
"951-Arlington-Dr,-West-Palm-Beach,-FL-33415",951 Arlington Dr,West Palm Beach,FL,33415,26.663932,-80.134191
"1702-Oak-Pond-St,-Ruskin,-FL-33570",1702 Oak Pond St,Ruskin,FL,33570,27.732693,-82.398085
"1048-Prospect-St,-Niagara,-WI-54151",1048 Prospect St,Niagara,WI,54151,45.770493,-87.999574
"8057-S-Eberhart-Ave,-Chicago,-IL-60619",8057 S Eberhart Ave,Chicago,IL,60619,41.747692,-87.612066
"2210-Weir-Dr,-Hudson,-OH-44236",2210 Weir Dr,Hudson,OH,44236,41.249511,-81.421826
"561-4th-Ave,-San-Francisco,-CA-94118",561 4th Ave,San Francisco,CA,94118,37.778212,-122.462255
"93-Melrose-Ave,-Haddon-Township,-NJ-08108",93 Melrose Ave,Haddon Township,NJ,08108,39.914731,-75.048783
"5948-N-Norwood-St,-Philadelphia,-PA-19138",5948 N Norwood St,Philadelphia,PA,19138,40.04447,-75.156874
"733-S-Leeds-St,-Kokomo,-IN-46901",733 S Leeds St,Kokomo,IN,46901,40.480066,-86.143845
"202-Texas-St,-Huntington,-TX-75949",202 Texas St,Huntington,TX,75949,31.271559,-94.566877
"4608-Capay-Dr,-Unit-3,-San-Jose,-CA-95118",4608 Capay Dr,San Jose,CA,95118,37.259565,-121.88935
"919-Union-St,-San-Francisco,-CA-94133",919 Union St,San Francisco,CA,94133,37.799687,-122.414555
"3477-Kirkwood-Rd,-Philadelphia,-PA-19114",3477 Kirkwood Rd,Philadelphia,PA,19114,40.0628,-75.006128
"36313-S-Wilderness-Ln,-Cookson,-OK-74427",36313 S Wilderness Ln,Cookson,OK,74427,35.651703,-94.949178
"132-E-Burns-St,-Portage,-WI-53901",132 E Burns St,Portage,WI,53901,43.546239,-89.462692
"420-N-39th-St,-Seattle,-WA-98103",420 N 39th St,Seattle,WA,98103,47.654405,-122.353422
"11701-Hickman-Mills-Dr,-Kansas-City,-MO-64134",11701 Hickman Mills Dr,Kansas City,MO,64134,38.911298,-94.522747
"3113-Ralph-Ave,-Cleveland,-OH-44109",3113 Ralph Ave,Cleveland,OH,44109,41.423467,-81.706033
"1615-Belmont-St,-North-Las-Vegas,-NV-89030",1615 Belmont St,North Las Vegas,NV,89030,36.189103,-115.107054
"4847-Monac-Dr,-Toledo,-OH-43623",4847 Monac Dr,Toledo,OH,43623,41.704331,-83.638257
"233-N-Main-St,-Orange,-MA-01364",233 N Main St,Orange,MA,01364,42.598642,-72.307241
"7092-Alice-St,-Highland,-CA-92346",7092 Alice St,Highland,CA,92346,34.1251,-117.225033
"116-Everly-Cir,-Lot-50,-Ocean-Springs,-MS-39564",116 Everly Cir,Ocean Springs,MS,39564,30.420863,-88.749738
"446-3rd-St,-Apt-1,-Brooklyn,-NY-11215",446 3rd St,Brooklyn,NY,11215,40.671367,-73.980628
"9511-Madera-Rd,-Unit-B,-Houston,-TX-77078",9511 Madera Rd,Houston,TX,77078,29.858063,-95.249176
"29272-Harley-Ct,-Nuevo,-CA-92567",29272 Harley Ct,Nuevo,CA,92567,33.798067,-117.151626
"10605-Settlers-Trl,-Austin,-TX-78750",10605 Settlers Trl,Austin,TX,78750,30.450763,-97.807747
"4151-Vernoy-Hills-Rd,-Fairfax,-VA-22033",4151 Vernoy Hills Rd,Fairfax,VA,22033,38.868463,-77.376081
"831-W-Rock-Ridge-Dr,-Mapleton,-UT-84664",831 W Rock Ridge Dr,Mapleton,UT,84664,40.099463,-111.58865
"109-E-Albert-St,-Portage,-WI-53901",109 E Albert St,Portage,WI,53901,43.54906,-89.464861
"4173-W-Lake-Sammamish-Pkwy-SE,-Apt-A104,-Bellevue,-WA-98008",4173 W Lake Sammamish Pkwy SE,Bellevue,WA,98008,47.570601,-122.102341
"416-W-Logan-St,-Apt-B12,-Norristown,-PA-19401",416 W Logan St,Norristown,PA,19401,40.1337,-75.334976
"1838-Cade-Ave,-Castle-Rock,-CO-80104",1838 Cade Ave,Castle Rock,CO,80104,39.338358,-104.843294
"7305-White-Oak-Way,-Fairburn,-GA-30213",7305 White Oak Way,Fairburn,GA,30213,33.584365,-84.599912
